80.0;86.66666667;86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0
80.0;86.66666667;86.66666667;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0;100.0
86.66666667;86.66666667;86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0
80.0;80.0;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0;100.0
73.33333333;86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0;100.0
86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0;100.0
86.66666667;86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;100.0
80.0;86.66666667;86.66666667;86.66666667;93.33333333;93.33333333;100.0;100.0;100.0;100.0
86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0
80.0;86.66666667;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;93.33333333;100.0;100.0
82.000000001;87.333333335;90.666666666;92.66666666399999;93.33333332999999;93.33333332999999;95.99999999799999;97.33333333199998;99.333333333;100.0
