-20.0;-6.666666669999998;-6.666666669999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0
-6.666666669999998;-6.666666660000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.666666660000004
-6.666666669999998;-6.666666669999998;-6.666666669999998;0.0;0.0;0.0;0.0;0.0;0.0;6.666666669999998
-6.666666669999998;-6.666666669999998;-6.666666669999998;-6.666666669999998;0.0;0.0;0.0;0.0;0.0;6.666666660000004
-13.333333339999996;-6.666666669999998;-6.666666669999998;-6.666666660000004;0.0;0.0;0.0;0.0;6.666666669999998;6.666666669999998
-6.666666669999998;-6.666666669999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.666666669999998
-6.666666669999998;-6.666666669999998;-6.666666669999998;0.0;0.0;0.0;0.0;0.0;0.0;6.666666669999998
-6.666666669999998;-6.666666660000004;-6.666666660000004;0.0;0.0;0.0;0.0;0.0;0.0;6.666666669999998
-6.666666669999998;-6.666666669999998;0.0;0.0;0.0;0.0;0.0;0.0;6.666666669999998;6.666666669999998
-13.333333330000002;-6.666666669999998;-6.666666669999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0
-9.333333335999999;-6.6666666679999995;-4.6666666679999995;-1.3333333330000001;0.0;0.0;0.0;0.0;1.3333333339999995;5.333333334
